id,price,timestamp
a1e29b04-2455-4329-b1fe-f45754c6c9d8,105671.91,2025-06-15 15:15:44.099313+00:00
6d2c6f2e-869e-4eac-803b-e1d3dd323066,105692.16,2025-06-15 15:16:14.323814+00:00
e4316ea4-1961-42c7-9bce-9a083530bfa9,105669.35,2025-06-15 15:16:46.318065+00:00
c3135496-f094-4119-b4f3-05de0e5ef1c4,105612.59,2025-06-15 15:17:16.404508+00:00
20231376-d07c-42d4-acf7-fc4b1251eb1b,105632.98,2025-06-15 15:17:46.419366+00:00
7991e032-2381-4ccf-9b5e-5922954b738a,105668.67,2025-06-15 15:18:16.839025+00:00
ae19c4aa-3af1-47eb-9330-de9e77ff6773,105624.71,2025-06-15 15:18:47.829511+00:00
fb1f57c2-9282-4461-a859-46beaf2a363e,105617.84,2025-06-15 15:19:17.928315+00:00
60b8f757-490d-401d-9c85-69b9f242d6a4,105618.96,2025-06-15 15:19:49.953174+00:00
5124db70-3ca6-4ce2-a227-c4d8f2f693e7,105634.09,2025-06-15 15:20:19.987057+00:00
2f2ff325-c1eb-4b6b-b473-fad489b0dafb,105645.44,2025-06-15 15:20:51.362071+00:00
ba23347f-b639-446e-907b-1184a92bf7e8,105600.51,2025-06-15 15:21:23.044397+00:00
886fd487-d4a8-4dec-83f2-304acca7c70b,105636.54,2025-06-15 15:21:53.051753+00:00
2690e0a5-6fdc-4a6e-9508-90fc17bb926a,105674.71,2025-06-15 15:22:23.537737+00:00
c68d2b20-d998-45b3-8907-810d848ecb20,105676.11,2025-06-15 15:22:53.900290+00:00
6d8c4fcf-d68c-4572-8363-04392717994c,105654.94,2025-06-15 15:23:24.386516+00:00
e2808b51-b649-4646-930c-19b42ab1c089,105642.07,2025-06-15 15:23:54.424859+00:00
22b07685-6b3f-4222-b015-43d2f56bcb7f,105632.98,2025-06-15 15:24:24.516994+00:00
9431b888-952c-4b3f-8923-452a2d36d620,105684.49,2025-06-15 15:24:54.690199+00:00
ed958fb2-fd8e-4b01-87d6-de095ec8ece1,105699.99,2025-06-15 15:25:24.700303+00:00
53338e63-8549-4eef-9b76-7b843519d025,105703.83,2025-06-15 15:25:54.723715+00:00
a1246dbd-fd6b-47ff-a21c-e5151ab847c3,105700.42,2025-06-15 15:26:25.202787+00:00
53a74705-f631-444a-9ece-93ebec88acda,105732.07,2025-06-15 15:26:55.240470+00:00
e981ffb8-be47-4d6d-8145-9b4c10b9b701,105735.07,2025-06-15 15:27:25.405050+00:00
a836334f-778f-4ab9-b5e3-abf1b9b2a5b0,105737.84,2025-06-15 15:30:33.738216+00:00
0c7d5d85-d1d6-4843-949d-f5fbba1c2ce7,105764.3,2025-06-15 15:31:03.790776+00:00
a09c076e-5a61-42fe-b9b4-1b460e218102,105764.65,2025-06-15 15:31:33.995021+00:00
02d71a43-5ba1-457b-a83a-2c84f4ee1ebd,105753.73,2025-06-15 15:32:04.218263+00:00
1487bbdb-1124-462b-bd79-a4a81713b9c7,105760.27,2025-06-15 15:32:34.764855+00:00
a0f1665d-d90b-44a3-a5bf-1821a1b90335,105756.47,2025-06-15 15:33:05.585690+00:00
801ac220-9c6b-4a95-ba27-88a8e7627aff,105752.83,2025-06-15 15:33:35.919698+00:00
020516d7-6f06-4137-a3d7-de955f9398ca,105746.53,2025-06-15 15:34:06.087391+00:00
1f35b02d-b6e9-4b1a-82cf-7732770e0c9b,105746.02,2025-06-15 15:34:36.189416+00:00
3abed064-16c2-44d6-9a73-34360ac0df46,105753.85,2025-06-15 15:35:06.350095+00:00
2ba80388-12b6-47c7-b499-720acd7924e3,105755.43,2025-06-15 15:35:36.750430+00:00
5299658c-27ca-40f0-9ce7-812c25dbcafe,105754.16,2025-06-15 15:36:07.485802+00:00
1a5d1375-6ec9-4c47-bab7-22fd52c26c2b,105760.5,2025-06-15 15:36:37.533277+00:00
21a0b1ab-08e7-4819-8b3a-d6a5446eef8c,105761.99,2025-06-15 15:37:07.738014+00:00
2134b1b8-355e-4a55-b5a8-dcfd7342ec4c,105765.32,2025-06-15 15:37:38.091548+00:00
fcd8c0e1-7234-4240-b3ea-a6d319b6e702,105765.05,2025-06-15 15:38:08.204094+00:00
d9b0e8ce-5b37-42f7-b768-fc4e36650aba,105765.0,2025-06-15 15:38:38.590089+00:00
ed97e3a4-407f-4f3a-932e-30f177a40d9d,105767.81,2025-06-15 15:39:08.744824+00:00
55a6e683-e2b1-4b4f-a6b3-54607567a33a,105794.96,2025-06-15 15:39:38.817936+00:00
f13946fb-abb6-401a-ada1-25bedb6eb8ec,105817.12,2025-06-15 15:40:09.179573+00:00
5be74e36-6b55-466f-834e-42ac42742fc4,105832.57,2025-06-15 15:40:39.435941+00:00
5b563fbb-dcbb-438b-9307-52315e2b16eb,105822.19,2025-06-15 15:41:10.759832+00:00
1ffe1f3c-c9cc-456e-92a6-59227f13e8a5,105809.98,2025-06-15 15:41:41.012703+00:00
ef914718-2a35-4a58-a022-7751de2baec6,105786.68,2025-06-15 15:42:11.463962+00:00
17375ffe-c178-4ff6-9633-633debb05836,105707.5,2025-06-15 15:43:11.622450+00:00
8e0e404c-0c2b-44de-8beb-5f3d0f2fbc5b,105674.16,2025-06-15 15:43:42.516387+00:00
fb360153-616a-4f9f-a5a1-cec4031b6dc5,105673.06,2025-06-15 15:44:12.528793+00:00
4271d6a2-c06f-414e-a81a-8a6fa107c3fe,105660.58,2025-06-15 15:44:42.687601+00:00
54397c0b-19a0-444d-9207-25617641d35e,105657.7,2025-06-15 15:45:12.710161+00:00
9e92f6bc-ef8b-422e-8862-74b37dddb22e,105665.0,2025-06-15 15:45:42.939289+00:00
5a0e4018-f6b0-47cc-9a18-3699f5c1e0bf,105729.82,2025-06-15 15:46:13.394655+00:00
2bbf807c-95ce-4c7e-a54e-33a48ce2275d,105715.95,2025-06-15 15:46:43.438394+00:00
906fd17b-5932-4fdc-abc4-93bf830dd372,105682.78,2025-06-15 15:47:13.643788+00:00
5542e263-b328-48c0-a7cd-2694316043ac,105655.39,2025-06-15 15:47:43.710948+00:00
e639d9e7-5277-4748-8e85-e0d0573e6385,105630.21,2025-06-15 15:48:13.753484+00:00
29eea3a2-86cd-47eb-b04b-f93f9b3969dc,105652.68,2025-06-15 15:48:43.919902+00:00
f747422d-12e7-441d-9c9d-99f54a1a459d,105635.43,2025-06-15 15:49:14.835037+00:00
f671e5b7-d405-481c-a69f-280157fc25f1,105645.2,2025-06-15 15:49:44.854286+00:00
e0819b04-f8ef-4326-baeb-ed07791c913f,105656.64,2025-06-15 15:50:14.881408+00:00
2d0e7f25-f8c3-4310-8690-fb6784f593ca,105655.5,2025-06-15 15:50:44.981852+00:00
b764045c-d3ae-495d-9416-febf2b9521f6,105618.51,2025-06-15 15:51:15.250595+00:00
1fb4abf6-4b88-47cd-a38f-29f8c56f85e5,105634.11,2025-06-15 15:51:45.662815+00:00
6ebc7608-d66f-4441-ac32-2788a09ee833,105659.68,2025-06-15 15:52:15.991756+00:00
7a0dc15e-9244-45d3-810a-9d973d46d159,105651.33,2025-06-15 15:52:46.293170+00:00
6cacd64f-a995-4930-9846-457a9ebb9485,105662.77,2025-06-15 15:53:16.344071+00:00
5dde9d32-a679-49bb-8672-902614fc7782,105646.92,2025-06-15 15:53:46.412396+00:00
35eab783-3fa5-4582-95a0-7f183cebcab5,105646.19,2025-06-15 15:54:16.469099+00:00
b6185288-75f9-4f4d-9e0a-9c4a654f1221,105644.68,2025-06-15 15:54:46.786537+00:00
4c2d9b92-ed2b-46cd-9e14-fe9cdbbe3921,105643.42,2025-06-15 15:55:17.660080+00:00
38061f26-db2c-4532-a047-36ca6d41bdc5,105588.94,2025-06-15 15:55:47.737522+00:00
409c746f-a822-4fc5-8063-963c79466ca2,105584.09,2025-06-15 15:56:17.846460+00:00
7cc0f816-a472-49fe-8eea-2f2f28ca6fbe,105589.03,2025-06-15 15:56:48.205417+00:00
5e24866a-cfa5-40db-ad80-a8cb4193c63c,105594.14,2025-06-15 15:57:18.491955+00:00
c0a86627-b2c3-4dd1-a321-1b4ca205be88,105609.95,2025-06-15 15:57:48.750137+00:00
fb52cdd0-9aaa-4daf-9bbd-ec290acb8d1c,105593.77,2025-06-15 15:58:18.889103+00:00
db703b17-9faa-42f5-b3c9-ff3d4ac6586e,105573.03,2025-06-15 15:58:49.046787+00:00
2683823d-a4f1-4455-a0e3-aeaecd5a8b3a,105599.62,2025-06-15 15:59:19.079143+00:00
92946474-c74d-4b9d-b52b-76788855f798,105597.8,2025-06-15 15:59:49.316511+00:00
cf1fbd9a-010a-4426-947d-85300e601887,105651.81,2025-06-15 16:00:19.584508+00:00
c2e223bb-e4ec-436b-80bb-080ba93183cf,105635.32,2025-06-15 16:00:50.231233+00:00
c9f2d369-5dfb-4acc-9482-5a862c047b13,105642.67,2025-06-15 16:01:20.279846+00:00
67f1e921-6d97-46f1-8fbd-bdcc0f3f9a61,105638.31,2025-06-15 16:01:50.551209+00:00
b85d3d2f-971c-4d8d-8b62-77940e92a52e,105627.61,2025-06-15 16:02:20.553327+00:00
e40c764c-5327-4877-955f-f9a5cdf08ec7,105630.79,2025-06-15 16:02:50.602445+00:00
0bf46a72-bce7-4be8-91d9-f8b777a21061,105618.53,2025-06-15 16:03:20.838382+00:00
