id,price,timestamp
52d80bbd-38b1-4a40-8eb9-1aa7e18e64cc,105636.55,2025-06-15 16:03:50.915317+00:00
59bf47d9-0448-44c6-83b1-8ab9969a4dfa,105630.05,2025-06-15 16:04:21.055818+00:00
bf1a0b4e-fad8-4428-9b93-dbd5db9a6b8d,105644.87,2025-06-15 16:04:51.137521+00:00
95e9e14e-5679-452a-af0e-7958c25f020f,105667.92,2025-06-15 16:05:21.320989+00:00
5be8dbba-c617-4bf2-a936-15d93ac6c51c,105666.9,2025-06-15 16:05:51.532108+00:00
b65f7d88-0942-4a4d-8c16-3e696cec2111,105668.89,2025-06-15 16:06:21.729214+00:00
26b3944f-e63d-4200-99a2-95920d4cf299,105656.63,2025-06-15 16:06:51.928072+00:00
a27e34d8-1d9b-47e6-9577-9b830c6fc46d,105653.55,2025-06-15 16:07:21.980364+00:00
9885f197-6601-4900-b76b-4bfe6145986e,105654.7,2025-06-15 16:07:51.981782+00:00
e2084ec3-c3a6-42df-9938-3299a287d75d,105668.92,2025-06-15 16:08:22.847933+00:00
f2764644-1bb3-4309-9f21-390b7d6e4e8c,105705.19,2025-06-15 16:08:52.849658+00:00
2bf38a31-6da2-407e-b5b3-293f8104e20e,105688.58,2025-06-15 16:09:22.924350+00:00
eb45a860-68e7-4b64-87be-6d8350a4409d,105668.68,2025-06-15 16:09:53.540003+00:00
6fc5c82d-7903-4571-adf7-a2e451d63084,105555.0,2025-06-15 16:10:23.877092+00:00
e4e72a71-25c5-4907-a77f-0dadd997aa0d,105556.49,2025-06-15 16:10:55.071988+00:00
4424a3c8-12fc-4031-8a81-b288673cf92a,105564.74,2025-06-15 16:11:25.245264+00:00
10b23c65-2ca8-4c7e-b14e-7fdcb64c945b,105542.47,2025-06-15 16:11:57.355967+00:00
beaaaed5-ed2e-467b-ac7b-a5238402a107,105571.74,2025-06-15 16:12:27.473288+00:00
abf34777-9a75-4f69-aa60-b7ad7ace35ca,105592.25,2025-06-15 16:12:57.575897+00:00
96e39dae-df65-4baf-bbe8-a012525bb9dc,105556.24,2025-06-15 16:13:27.870136+00:00
3163e870-f39e-4bb9-9358-3f07165ea8e9,105583.56,2025-06-15 16:13:58.552996+00:00
9e71f527-9c4d-4347-ad3d-6cb069ecffe9,105581.01,2025-06-15 16:14:28.749317+00:00
b45de081-f5ed-4d39-a662-04b2bc3e8d3c,105581.01,2025-06-15 16:16:27.333560+00:00
bcd85732-d4f0-4539-899f-8a1fb9f82729,105519.14,2025-06-15 16:16:57.557998+00:00
03236717-ab21-4fad-bd4b-3ce0c957cd5b,105525.05,2025-06-15 16:17:27.625093+00:00
6d7c7862-caa0-4c06-9208-d767d2a5fdf0,105467.23,2025-06-15 16:17:57.669069+00:00
82d21723-94b3-4307-ae9e-75340f9104c9,105451.73,2025-06-15 16:18:28.528941+00:00
4bf1c89a-75b1-413f-9c7a-bad9f175c496,105432.31,2025-06-15 16:18:58.753116+00:00
389caaa6-c49e-4909-aa76-2947301f350f,105448.23,2025-06-15 16:19:28.774624+00:00
fdd95b41-62f0-4c8f-927e-742a669971d5,105479.7,2025-06-15 16:19:59.573448+00:00
35a2130e-706e-4a02-a3cc-26a06972c7a0,105425.52,2025-06-15 16:20:29.595142+00:00
e44daed5-d378-4e4c-9670-7e17f0f9f387,105418.19,2025-06-15 16:20:59.607542+00:00
b8be85fb-4a2c-4df6-9e4d-c408b6d3ecc8,105398.15,2025-06-15 16:21:30.622473+00:00
a02ab14d-fca5-487d-9b1f-726a68de75b4,105436.63,2025-06-15 16:22:00.837363+00:00
70feda4e-f92e-4508-8d4a-fd03a005d18f,105463.06,2025-06-15 16:22:30.870426+00:00
fa5b2a3d-2c13-4584-952b-a09ecb5018c4,105432.4,2025-06-15 16:23:02.133655+00:00
49a5d508-c209-4028-99f6-d2d8c2989636,105447.67,2025-06-15 16:23:32.332408+00:00
e79ad566-c654-4708-ad99-163e248417cc,105438.1,2025-06-15 16:24:03.584879+00:00
9eed0c2f-5aa1-424d-8db8-343b5d5e5897,105432.4,2025-06-15 16:24:34.030149+00:00
54647ce5-c0b2-4d8b-a35b-6b640af9d31e,105433.48,2025-06-15 16:25:05.704147+00:00
